Día,Fecha,Producción Esperada (m3/día),Producción Real (m3/día),Acumulado Real (m3),Acumulado Esperado (m3)
0.0,2025-10-31,0.0014818777978592523,0.0017400000000000748,0.0017400000000000748,0.0014818777978592523
