Día,Fecha,Producción Esperada (m3/día),Producción Real (m3/día),Acumulado Real (m3),Acumulado Esperado (m3)
0.0,2025-10-28,0.004939592659530842,0.31990999999999997,0.31990999999999997,0.004939592659530842
